,축제명,시도명,시군구명,법정동 코드,법정동 이름,도로명주소 코드,도로명주소,zip_cd,위도,경도,축제일,연,월,일,방문객수
151,괴산김장축제,충청북도,괴산군,4376025022,괴산읍,4.38E+11,충청북도 괴산군 괴산읍 임꺽정로 75,28026,36.81344157,127.7885377,20201106,2020,11,6,29288
152,괴산유기농페스티벌,충청북도,괴산군,4376025022,괴산읍,4.38E+11,충청북도 괴산군 괴산읍 임꺽정로 75,28026,36.81344157,127.7885377,20201016,2020,10,16,29082
153,제24회 단양 온달문화축제,충청북도,단양군,4380033022,영춘면,4.38E+11,충청북도 단양군 영춘면 온달로 23,27020,37.06295564,128.4929221,20201023,2020,10,23,23740
154,2020 청원생명축제,충청북도,청주시 청원구,4311425347,오창읍,4.31E+11,충청북도 청주시 청원구 오창읍 미래지로 99,28107,36.73315885,127.4074026,20200918,2020,9,18,6611
157,구로G페스티벌,서울특별시,구로구,1153010200,구로동,1.15E+11,서울특별시 구로구 경인로53길 15,8217,37.501473,126.872383,20200901,2020,9,1,23324
158,지용제,충청북도,옥천군,4373025024,옥천읍,4.37E+11,충청북도 옥천군 옥천읍 향수길 56,29030,36.31501588,127.5815719,20201015,2020,10,15,2945
159,청남대 재즈토닉 페스티벌,충청북도,청주시 상당구,4311135032,문의면,4.31E+11,충청북도 청주시 상당구 문의면 청남대길 646,28210,36.46224737,127.4900948,20200828,2020,8,28,5257
160,청주읍성큰잔치,충청북도,청주시 상당구,4311110600,남문로2가,4.31E+11,충청북도 청주시 상당구 상당로55번길 33 (남문로2가),28529,36.63285683,127.4887893,20200905,2020,9,5,17924
161,2020 직지코리아 페스티벌,충청북도,청주시 흥덕구,4311310400,운천동,4.31E+11,충청북도 청주시 흥덕구 직지대로 713 (운천동),28472,36.6439745,127.4714597,20200902,2020,9,2,9764
163,제14회 거창단오제,경상남도,거창군,4888025027,거창읍,4.89E+11,경상남도 거창군 거창읍 수남로 2193-40,50147,35.67353068,127.90942,20200625,2020,6,25,13607
164,제15회 거창전국 한시백일장대회,경상남도,거창군,4888025027,거창읍,4.89E+11,경상남도 거창군 거창읍 수남로 2193-40,50147,35.67353068,127.90942,20200625,2020,6,25,23724
167,욕지 섬 문화축제,경상남도,통영시,4822035021,욕지면,4.82E+11,경상남도 통영시 욕지면 욕지일주로 77,53100,34.63336365,128.2650885,20201009,2020,10,9,3060
173,동작구 도서관 축제,서울특별시,동작구,1159010800,대방동,1.16E+11,서울특별시 동작구 노량진로 74 (대방동),6927,37.51272028,126.9333201,20200530,2020,5,30,20434
174,2020 동작복지나눔축제,서울특별시,동작구,1159010200,상도동,1.16E+11,서울특별시 동작구 상도로 369 (상도동),6978,37.4964296,126.9551598,20200905,2020,9,5,7398
177,봉화은어축제,경상북도,봉화군,4792025031,봉화읍,4.79E+11,경상북도 봉화군 봉화읍 내성로5길 22-8,36238,36.8888791,128.7378251,20200801,2020,8,1,9902
178,봉화송이축제,경상북도,봉화군,4792025031,봉화읍,4.79E+11,경상북도 봉화군 봉화읍 내성로5길 22-8,36238,36.8888791,128.7378251,20201008,2020,10,8,21476
181,2020 부평풍물대축제,인천광역시,부평구,2823710100,부평동,2.82E+11,인천광역시 부평구 부평대로 69 (부평동),21388,37.49765011,126.7220754,20201016,2020,10,16,5319
183,광주왕실도자기축제,경기도,광주시,4161025936,곤지암읍,4.16E+11,경기도 광주시 곤지암읍 경충대로 727,12805,37.35028421,127.3347877,20200430,2020,4,30,2759
184,퇴촌토마토축제,경기도,광주시,4161034026,퇴촌면,4.16E+11,경기도 광주시 퇴촌면 오리길 104-11,12711,37.47269684,127.3014271,20200619,2020,6,19,21586
187,연산백중놀이,충청남도,논산시,4423036021,연산면,4.42E+11,충청남도 논산시 연산면 연산4길 10-7,32911,36.21626789,127.216075,20200902,2020,9,2,11734
188,상월고구마축제,충청남도,논산시,4423034027,상월면,4.42E+11,충청남도 논산시 상월면 상월로 522,32906,36.30682479,127.1897138,20200919,2020,9,19,10266
190,보성차밭 빛축제,전라남도,보성군,4678025024,보성읍,4.68E+11,전라남도 보성군 보성읍 녹차로 775,59448,34.7198767,127.081709,20201211,2020,12,11,17891
192,보성차밭 빛축제,전라남도,보성군,4678025024,보성읍,4.68E+11,전라남도 보성군 보성읍 녹차로 775,59448,34.7198767,127.081709,20201211,2020,12,11,25987
195,제24회 무안연꽃추제,전라남도,무안군,4684025331,일로읍,4.68E+11,전라남도 무안군 일로읍 백련로 333,58571,34.86008849,126.5298962,20200723,2020,7,23,14646
196,제8회 무안황토갯벌축제,전라남도,무안군,4684036021,해제면,4.68E+11,전라남도 무안군 해제면 용산길 140,58504,35.10332391,126.3319409,20200612,2020,6,12,2113
197,제27회 대덕제 대구앞산축제,대구광역시,남구,2720010300,대명동,2.72E+11,대구광역시 남구 앞산순환로 351-17 (대명동),42496,35.831799,128.5645966,20200425,2020,4,25,18296
201,2020년 코로나로 인해 예정된 문화축제 없음,서울특별시,양천구,1147010100,신정동,1.15E+11,서울특별시 양천구 목동동로 105 (신정동),8095,37.51707502,126.866542,20200101,2020,1,1,17103
202,이원복의 먼나라 이웃나라 영국여행,울산광역시,동구,3117010100,방어동,3.12E+11,울산광역시 동구 문현3길 6 (방어동),44093,34.487175,128.411324,20200821,2020,8,21,12951
203,<그림읽어주는베토벤> 더 콘서트 I ‘고흐 & 고갱’,울산광역시,동구,3117010100,방어동,3.12E+11,울산광역시 동구 문현3길 6 (방어동),44093,35.487175,129.411324,20200828,2020,8,28,24812
204,박강수콘서트,울산광역시,동구,3117010100,방어동,3.12E+11,울산광역시 동구 문현3길 6 (방어동),44093,35.487175,129.411324,20200917,2020,9,17,8060
205,찬란한 황금빛 사운드 금관악기의 향연,울산광역시,동구,3117010100,방어동,3.12E+11,울산광역시 동구 문현3길 6 (방어동),44093,35.487175,129.411324,20200928,2020,9,28,4646
206,모두 다 함께 신명나게 놀자,울산광역시,동구,3117010100,방어동,3.12E+11,울산광역시 동구 문현3길 6 (방어동),44093,35.487175,129.411324,20201015,2020,10,15,27975
207,건반위 포핸즈의 아름다운 선율,울산광역시,동구,3117010100,방어동,3.12E+11,울산광역시 동구 문현3길 6 (방어동),44093,35.487175,129.411324,20201029,2020,10,29,26590
208,감동과 즐거움을 선사하는 성악 앙상블,울산광역시,동구,3117010100,방어동,3.12E+11,울산광역시 동구 문현3길 6 (방어동),44093,35.487175,129.411324,20201126,2020,11,26,25997
209,청소년 힐링 페스티벌,울산광역시,동구,3117010100,방어동,3.12E+11,울산광역시 동구 문현3길 6 (방어동),44093,35.487175,129.411324,20201210,2020,12,10,25796
210,매직스크린아트 가족극〈오버코트〉,울산광역시,동구,3117010100,방어동,3.12E+11,울산광역시 동구 문현3길 6 (방어동),44093,35.487175,129.411324,20201216,2020,12,16,21703
211,삼척정월대보름축제,강원도,삼척시,4223011900,성남동,4.22E+11,강원도 삼척시 엑스포로 45 (성남동),25919,37.43896231,129.160145,20200207,2020,2,7,26510
229,제53회 황토현동학농민혁명기념제,전라북도,정읍시,4518036021,덕천면,4.52E+11,전라북도 정읍시 덕천면 동학로 742,56149,35.63130705,126.8313917,20200509,2020,5,9,3456
230,제31회 정읍사문화제,전라북도,정읍시,4518010400,시기동,4.52E+11,전라북도 정읍시 정읍사로 541 (시기동),56204,35.55073015,126.8615763,20200926,2020,9,26,28623
231,제14회 정읍 평생학습축제 및 제6회 주민자치 프로그램 발표회,전라북도,정읍시,4518010500,연지동,4.52E+11,전라북도 정읍시 중앙로 73 (연지동),56161,35.57039929,126.8489005,20201017,2020,10,17,5767
232,제15회 정읍 구절초꽃축제,전라북도,정읍시,4518043023,산내면,4.52E+11,전라북도 정읍시 산내면 청정로 926-65,56127,35.55427272,127.0188952,20200926,2020,9,26,29471
233,2020 정읍벚꽃축제,전라북도,정읍시,4518010400,시기동,4.52E+11,전라북도 정읍시 벚꽃로 401 (시기동),56164,35.561248,126.8557305,20200404,2020,4,4,24567
242,함백산야생화축제,강원도,정선군,4277025321,고한읍,4.28E+11,강원도 정선군 고한읍 함백산로 865,26157,37.14853562,128.898962,20200808,2020,8,8,3709
244,정선아리랑제,강원도,정선군,4277025021,정선읍,4.28E+11,강원도 정선군 정선읍 봉양3길 17,26131,37.38024298,128.6602287,20200917,2020,9,17,14628
323,2020 대전 서구힐링 아트페스티벌,대전광역시,서구,3017011200,둔산동,3.02E+11,대전광역시 서구 둔산서로 100 (둔산동),35238,36.35505672,127.3833597,20200522,2020,5,22,18078
325,강릉망월제,강원도,강릉시,4215012100,노암동,4.22E+11,강원도 강릉시 단오장길 1 (노암동),25586,37.74820212,128.8950397,20200208,2020,2,8,16421
329,생거진천 문화축제,충청북도,진천군,4375025024,진천읍,4.38E+11,충청북도 진천군 진천읍 백사천길 17,27849,36.86152209,127.4420392,20201008,2020,10,8,8796
332,부여서동연꽃축제,충청남도,부여군,4476025028,부여읍,4.48E+11,충청남도 부여군 부여읍 궁남로 52,33165,36.27145891,126.9136908,20200711,2020,7,11,16813
333,백제문화제,충청남도,부여군,4476025028,부여읍,4.48E+11,충청남도 부여군 부여읍 정림로 83,33150,36.27902473,126.9128811,20200926,2020,9,26,29050
334,홍성역사인물축제,충청남도,홍성군,4480025021,홍성읍,4.48E+11,충청남도 홍성군 홍성읍 아문길 27,32228,36.6017196,126.6613896,20200503,2020,5,3,8668
335,제3회의성슈퍼푸드마늘축제,경상북도,의성군,4773025021,의성읍,4.77E+11,경상북도 의성군 의성읍 군청길 31,37337,36.35271101,128.6972069,20201001,2020,10,1,22557
336,상화문학제,대구광역시,수성구,2726011100,두산동,2.73E+11,대구광역시 수성구 무학로 112 (두산동),42203,35.82937671,128.6205781,20200522,2020,5,22,12560
337,뮤직·수제맥주 페스티벌,대구광역시,수성구,2726011100,두산동,2.73E+11,대구광역시 수성구 무학로 112 (두산동),42203,35.82937671,128.6205781,20200619,2020,6,19,18171
338,수성못 뮤지컬 프린지 페스티벌,대구광역시,수성구,2726011100,두산동,2.73E+11,대구광역시 수성구 무학로 112 (두산동),42203,35.82937671,128.6205781,20200704,2020,7,4,14448
339,고모령 가요제,대구광역시,수성구,2726012700,대흥동,2.73E+11,대구광역시 수성구 유니버시아드로 140 (대흥동),42250,35.83165878,128.687326,20200829,2020,8,29,5065
340,수성못 페스티벌,대구광역시,수성구,2726011100,두산동,2.73E+11,대구광역시 수성구 무학로 112,42203,35.82937671,128.6205781,20200918,2020,9,18,11620
341,수성 건강 축제,대구광역시,수성구,2726012700,대흥동,2.73E+11,대구광역시 수성구 유니버시아드로 140 (대흥동),42250,35.83165878,128.687326,20200710,2020,7,10,29439
342,수성빛예술제,대구광역시,수성구,2726011100,두산동,2.73E+11,대구광역시 수성구 무학로 112 (두산동),42203,35.82937671,128.6205781,20201204,2020,12,4,6143
343,화순고인돌문화축제,전라남도,화순군,4679036022,도곡면,4.68E+11,전라남도 화순군 도곡면 효자1길 20,58154,34.98557648,126.918716,20200919,2020,9,19,27027
344,화순 국화향연,전라남도,화순군,4679025030,화순읍,4.68E+11,전라남도 화순군 화순읍 진각로 85,58122,35.05831397,126.9851617,20201023,2020,10,23,2541
345,화순적벽 문화축제,전라남도,화순군,4679038027,이서면,4.68E+11,전라남도 화순군 이서면 백아로 3114,58103,35.11101204,127.0791227,20201030,2020,10,30,13132
346,제28회 연천 구석기 축제,경기도,연천군,4180025321,전곡읍,4.18E+11,경기도 연천군 전곡읍 양연로 1510,11027,38.01564928,127.0614528,20201009,2020,10,9,17498
348,불갑산상사화축제,전라남도,영광군,4687033026,불갑면,4.69E+11,전라남도 영광군 불갑면 불갑사로 450,57058,35.19967453,126.5500459,20200918,2020,9,18,24497
351,제천국제음악영화제,충청북도,제천시,4315011300,청전동,4.32E+11,충청북도 제천시 의림대로 242 (청전동),27152,37.148685,128.216854,20200813,2020,8,13,4137
352,겨울왕국 제천페스티벌,충청북도,제천시,4315011300,청전동,4.32E+11,충청북도 제천시 의림대로 242 (청전동),27152,37.148685,128.216854,20201224,2020,12,24,20905
353,휴애리 수국축제,제주특별자치도,서귀포시,5013025329,남원읍,5.01E+11,제주특별자치도 서귀포시 남원읍 신례동로 256,63608,33.30853467,126.6343826,20200320,2020,3,20,29941
354,제주허브동산 수국축제,제주특별자치도,서귀포시,5013032021,표선면,5.01E+11,제주특별자치도 서귀포시 표선면 돈오름로 170,63628,33.32912371,126.8147248,20200610,2020,6,10,7075
355,마노르블랑 유럽수국축제,제주특별자치도,서귀포시,5013031026,안덕면,5.01E+11,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,63527,33.25482247,126.2949865,20200525,2020,5,25,10383
356,2020 제주식품대전,제주특별자치도,서귀포시,5013011200,중문동,5.01E+11,제주특별자치도 서귀포시 중문관광로 224 (중문동),63547,33.24129026,126.4244423,20200716,2020,7,16,24218
357,땅끝매화축제,전라남도,해남군,4682041024,산이면,4.68E+11,전라남도 해남군 산이면 예덕길 125-89,59012,34.62452401,126.463392,20200307,2020,3,7,23745
358,달마고도 걷기축제,전라남도,해남군,4682034034,송지면,4.68E+11,전라남도 해남군 송지면 미황사길 164,59067,34.38223237,126.5779589,20200328,2020,3,28,24831
359,흑석산 철쭉제,전라남도,해남군,4682038032,계곡면,4.68E+11,전라남도 해남군 계곡면 산골길 306,59017,34.6709354,126.6169962,20200425,2020,4,25,19759
360,연호보리축제,전라남도,해남군,4682040023,황산면,4.68E+11,전라남도 해남군 황산면 원금길 162-51,59008,34.59870438,126.4913358,20200530,2020,5,30,21102
361,땅끝수국축제,전라남도,해남군,4682033029,현산면,4.68E+11,전라남도 해남군 현산면 봉동길 232-118,59060,34.45321139,126.5955014,20200610,2020,6,10,25246
362,송호해변여름축제,전라남도,해남군,4682034030,송지면,4.68E+11,전라남도 해남군 송지면 땅끝해안로 1813,59065,34.31571344,126.51895,20200718,2020,7,18,22574
363,오시아노 樂 페스티벌,전라남도,해남군,4682043032,화원면,4.68E+11,전라남도 해남군 화원면 시아로 552,59002,34.670829,126.260601,20200814,2020,8,14,14569
364,북평용줄다리기 축제,전라남도,해남군,4682035021,북평면,4.68E+11,전라남도 해남군 북평면 한밭등길 5-1,59055,34.40370907,126.6280888,20201023,2020,10,23,25470
365,땅끝 해넘이·해맞이 축제,전라남도,해남군,4682034030,송지면,4.68E+11,전라남도 해남군 송지면 땅끝마을길 70-14,59065,34.2982093,126.5293983,20201231,2020,12,31,18979
366,군산시간여행축제,전라북도,군산시,4513011800,중앙로1가,4.51E+11,전라북도 군산시 중앙로 178 (중앙로1가),54021,35.98772627,126.711725,20201009,2020,10,9,23372
369,인제빙어축제,강원도,인제군,4281031024,남면,4.28E+11,강원도 인제군 남면 모루박길 17-46,24646,37.98808996,128.0955517,20200118,2020,1,18,29876
371,대관령눈꽃축제,강원도,평창군,4276038024,대관령면,4.28E+11,강원도 평창군 대관령면 올림픽로 109,25347,37.670709,128.704625,20200117,2020,1,17,25443
372,오대산문화축전,강원도,평창군,4276036027,진부면,4.28E+11,강원도 평창군 진부면 오대산로 413-28,25318,37.73403976,128.5875972,20201008,2020,10,8,25091
373,조선통신사 축제,부산광역시,중구,2611013100,창선동1가,2.61E+11,부산광역시 중구 광복중앙로 3 (창선동1가),48948,35.09953937,129.0311369,20201001,2020,10,1,29156
374,광복로연등문화제,부산광역시,중구,2611013400,광복동2가,2.61E+11,부산광역시 중구 광복로77번길 5 (광복동2가),48952,35.09905809,129.0333969,20200414,2020,4,14,22075
375,보수동책방골목문화축제,부산광역시,중구,2611012000,보수동1가,2.61E+11,부산광역시 중구 흑교로46번길 11 (보수동1가),48967,35.10362715,129.0261809,20201001,2020,10,1,20825
376,부산국제영화제 전야제,부산광역시,중구,2611014000,남포동5가,2.61E+11,부산광역시 중구 비프광장로 36 (남포동5가),48953,35.09862035,129.0287588,20201006,2020,10,6,7028
377,부산자갈치축제,부산광역시,중구,2611013900,남포동4가,2.61E+11,부산광역시 중구 자갈치해안로 52 (남포동4가),48983,35.0966394,129.0305933,20201008,2020,10,8,28312
378,부산크리스마스트리문화축제,부산광역시,중구,2611013400,광복동2가,2.61E+11,부산광역시 중구 광복중앙로 2 (광복동2가),48952,35.0995432,129.0314651,20201128,2020,11,28,28580
379,태백산눈축제,강원도,태백시,4219010100,황지동,4.22E+11,강원도 태백시 태붐로 21 (황지동),26023,37.16421694,128.9865547,20200110,2020,1,10,26994
381,강릉단오제,강원도,강릉시,4215012100,노암동,4.22E+11,강원도 강릉시 단오장길 12,25586,37.74820212,128.8950714,20200621,2020,6,21,6571
382,난설헌허초희 문화제,강원도,강릉시,4215011200,초당동,4.22E+11,강원도 강릉시 난설헌로193번길 1-16 (초당동),25466,37.79187317,128.9096453,20200901,2020,9,1,13065
383,허균문화제,강원도,강릉시,4215011200,초당동,4.22E+11,강원도 강릉시 난설헌로193번길 1-16 (초당동),25466,37.79187317,128.9096453,20201010,2020,10,10,5332
384,강릉커피축제,강원도,강릉시,4215011100,포남동,4.22E+11,강원도 강릉시 수리골길 102 (포남동),25472,37.77929864,128.8970866,20201008,2020,10,8,5828
386,이천쌀문화축제,경기도,이천시,4150010200,관고동,4.15E+11,경기도 이천시 경충대로2697번길 306 (관고동),17379,37.27793778,127.4269268,20201022,2020,10,22,11526
387,이천도자기축제,경기도,이천시,4150031029,신둔면,4.15E+11,경기도 이천시 신둔면 도자예술로5번길 109,17306,37.29309775,127.385686,20200425,2020,4,25,21191
390,이천인삼축제,경기도,이천시,4150010200,관고동,4.15E+11,경기도 이천시 경충대로2697번길 306 (관고동),17379,37.27793778,127.4269268,20201030,2020,10,30,6553
420,안동민속축제,경상북도,안동시,4717011200,동부동,4.72E+11,경상북도 안동시 서동문로 203 (동부동),36693,36.5662343,128.7342615,20200925,2020,9,25,2679
421,안동국제탈춤축제,경상북도,안동시,4717011300,운흥동,4.72E+11,경상북도 안동시 육사로 239 (운흥동),36709,36.5606948,128.7322556,20200925,2020,9,25,2992
422,제2회 인천 송도크루즈 불꽃축제,인천광역시,연수구,2818510600,송도동,2.82E+11,인천광역시 연수구 국제항만대로 438 (송도동),22016,37.425126,126.5916752,20200822,2020,8,22,5267
423,제11회 연수 능허대 문화축제,인천광역시,연수구,2818510300,연수동,2.82E+11,인천광역시 연수구 새말로 120 (연수동),21928,37.41807754,126.6824114,20201010,2020,10,10,6127
424,어린이 축제,인천광역시,중구,2811010500,해안동1가,2.81E+11,인천광역시 중구 제물량로218번길 3 (해안동1가),22314,37.4727812,126.6205961,20201010,2020,10,10,15627
425,무의도 춤축제,인천광역시,중구,2811015200,무의동,2.81E+11,인천광역시 중구 하나개로 151-8 (무의동),22387,37.38415996,126.4108191,20200801,2020,8,1,28027
426,인천상륙작전 문화공연,인천광역시,중구,2811013800,북성동1가,2.81E+11,인천광역시 중구 월미로233번길 7 (북성동1가),22302,37.47463888,126.6003144,20200912,2020,9,12,27954
427,연안부두 축제,인천광역시,중구,2811011800,항동7가,2.81E+11,인천광역시 중구 연안부두로33번길 37 (항동7가),22348,37.45413694,126.607164,20201017,2020,10,17,19888
428,개항장뮤직페스티벌,인천광역시,중구,2811010900,관동1가,2.81E+11,인천광역시 중구 신포로27번길 80 (관동1가),22315,37.47408104,126.6213401,20201031,2020,10,31,8394
429,자유공원 벚꽃축제,인천광역시,중구,2811011900,송학동1가,2.81E+11,인천광역시 중구 자유공원남로 25 (송학동1가),22315,37.47457903,126.6226671,20200912,2020,9,12,12759
430,신포크리스마스트리 축제,인천광역시,중구,2811011100,관동3가,2.81E+11,인천광역시 중구 신포로 35 (관동3가),22315,37.47200022,126.625463,20201128,2020,11,28,25352
431,불꽃축제,인천광역시,중구,2811014500,중산동,2.81E+11,인천광역시 중구 하늘달빛로2번길 6 (중산동),22409,37.48175399,126.5658109,20201024,2020,10,24,19329
432,인천개항장 문화재야행,인천광역시,중구,2811010900,관동1가,2.81E+11,인천광역시 중구 신포로27번길 80 (관동1가),22315,37.47408104,126.6213401,20200502,2020,5,2,22756
433,인천개항장 문화재야행,인천광역시,중구,2811010900,관동1가,2.81E+11,인천광역시 중구 신포로27번길 80 (관동1가),22315,37.47408104,126.6213401,20200912,2020,9,12,9402
434,세계거리춤축제,서울특별시,동대문구,1123010600,장안동,1.12E+11,서울특별시 동대문구 천호대로 405 (장안동),2633,37.56201359,127.0641794,20200919,2020,9,19,18234
435,청룡문화제,서울특별시,동대문구,1123010200,용두동,1.12E+11,서울특별시 동대문구 청계천로 563 (용두동),2590,37.57325834,127.0385968,20201024,2020,10,24,8539
436,남사예담촌 전통문화제,경상남도,산청군,4886037028,단성면,4.89E+11,경상남도 산청군 단성면 지리산대로2897번길 10,52252,35.27438505,127.9363079,20200920,2020,9,20,1179
437,제44회 남명선비문화축제,경상남도,산청군,4886036022,시천면,4.89E+11,경상남도 산청군 시천면 남명로240번길 33,52234,35.27631899,127.8460504,20201016,2020,10,16,2663
438,제14회 기산국악제전,경상남도,산청군,4886037029,단성면,4.89E+11,경상남도 산청군 단성면 상동길 69,52252,35.27597812,127.9340313,20200918,2020,9,18,21909
440,합천벚꽃마라톤대회,경상남도,합천군,4889045023,대병면,4.89E+11,경상남도 합천군 대병면 합천호수로 197,50216,35.531585,128.0295197,20200329,2020,3,29,6711
