,축제명,시도명,시군구명,법정동 코드,법정동 이름,도로명주소 코드,도로명주소,zip_cd,위도,경도,축제일,연,월,일,방문객수
723,강감찬축제,서울특별시,관악구,1162010100,봉천동,1.16E+11,서울특별시 관악구 관악로 145,8832,37.47820977,126.9515032,20201016,2020,10,16,26339
129,제7회 도심 속 바다축제,서울특별시,동작구,1159010100,노량진동,1.16E+11,서울특별시 동작구 노들로 674 (노량진동),6900,37.51482396,126.9379739,20191012,2019,10,12,9589
172,동작가족한마음축제,서울특별시,동작구,1159010900,신대방동,1.16E+11,서울특별시 동작구 여의대방로20길 33 (신대방동),7062,37.49040892,126.9179572,20191019,2019,10,19,13555
199,정월대보름 행사,서울특별시,양천구,1147010100,신정동,1.15E+11,서울특별시 양천구 목동서로 363,8094,37.516601,126.863871,20190216,2019,2,16,20986
200,방아다리벗꽃축제,서울특별시,양천구,1147010100,신정동,1.15E+11,서울특별시 양천구 신정로7길 81-4 (신정동),8049,37.51356942,126.8333708,20190406,2019,4,6,15748
439,제15회 영등포 여의도 봄꽃축제,서울특별시,영등포구,1156011000,여의도동,1.16E+11,서울특별시 영등포구 의사당대로 1 (여의도동),7233,37.5329136,126.9164036,20190405,2019,4,5,3193
488,롤링나이트 2019,서울특별시,강남구,1168010500,삼성동,1.17E+11,서울특별시 강남구 영동대로 513 (삼성동),6164,37.51182328,127.0591597,20190605,2019,6,5,16009
555,금천하모니벚꽃축제 2019,서울특별시,금천구,1154510300,시흥동,1.15E+11,서울특별시 금천구 시흥대로73길 70 (시흥동),8611,37.45706511,126.8960352,20190405,2019,4,5,22360
556,정조대왕 능행차 공동재현,서울특별시,금천구,1154510300,시흥동,1.15E+11,서울특별시 금천구 은행나무로 45 (시흥동),8642,37.4510151,126.9075078,20191005,2019,10,5,2848
619,K-POP광장 야외시네마,서울특별시,강남구,1168010500,삼성동,1.17E+11,서울특별시 강남구 영동대로 513 (삼성동),6164,37.51182328,127.0591597,20190426,2019,4,26,1717
620,K-POP 뮤직페스티벌,서울특별시,강남구,1168010500,삼성동,1.17E+11,서울특별시 강남구 영동대로 513 (삼성동),6164,37.51182328,127.0591597,20190530,2019,5,30,19614
621,2019 강남페스티벌 패션쇼,서울특별시,강남구,1168010500,삼성동,1.17E+11,서울특별시 강남구 영동대로 513 (삼성동),6164,37.51182328,127.0591597,20190928,2019,9,28,1417
622,2019 강남페스티벌,서울특별시,강남구,1168010500,삼성동,1.17E+11,서울특별시 강남구 영동대로 513 (삼성동),6164,37.51182328,127.0591597,20190926,2019,9,26,27844
623,C-festival 2019,서울특별시,강남구,1168010500,삼성동,1.17E+11,서울특별시 강남구 영동대로 513 (삼성동),6164,37.51182328,127.0591597,20190502,2019,5,2,8796
629,2019 영양고추 H.O.T Festival,서울특별시,중구,1114010300,태평로1가,1.11E+11,서울특별시 중구 세종대로 110 (태평로1가),4524,37.56631769,126.9778284,20190827,2019,8,27,19604
701,강동선사문화축제,서울특별시,강동구,1174010700,암사동,1.17E+11,서울특별시 강동구 올림픽로 875 (암사동),5239,37.55985381,127.1308316,20191011,2019,10,11,11170
736,봉황각 3.1독립운동 재현행사,서울특별시,강북구,1130510400,우이동,1.13E+11,서울특별시 강북구 삼양로173길 107-12 (우이동),1002,37.66053059,127.0064736,20190301,2019,3,1,24570
737,4.19혁명 국민문화제 2019,서울특별시,강북구,1130510300,수유동,1.13E+11,서울특별시 강북구 도봉로89길 13 (수유동),1071,37.63918553,127.0254518,20190413,2019,4,13,7831
738,종교연합바자회,서울특별시,강북구,1130510300,수유동,1.13E+11,서울특별시 강북구 인수봉로 159 (수유동),1025,37.6350142,127.0129382,20191012,2019,10,12,17817
859,서대문독립민주축제,서울특별시,서대문구,1141010900,현저동,1.14E+11,서울특별시 서대문구 통일로 251 (현저동),3732,37.574374,126.956064,20190814,2019,8,14,27485
860,크리스마스거리축제,서울특별시,서대문구,1141011600,창천동,1.14E+11,서울특별시 서대문구 연세로 18,3777,37.557225,126.936889,20191222,2019,12,22,21372
861,은평누리축제,서울특별시,은평구,1138010700,응암동,1.14E+11,서울특별시 은평구 증산로 476 (응암동),3449,37.59861742,126.9158455,20191003,2019,10,3,7874
862,인디스트리트 생활음악페스티벌'뮤직스트릿 파티',서울특별시,은평구,1138010700,응암동,1.14E+11,서울특별시 은평구 증산로 476 (응암동),3449,37.59861742,126.9158455,20190830,2019,8,30,29343
